Fundamentals of Wavelets,Goswami, Jaideva,signal_processing,228,Wiley
Data Smart,Foreman, John,data_science,235,Wiley
God Created the Integers,Hawking, Stephen,mathematics,197,Penguin
Superfreakonomics,Dubner, Stephen,economics,179,HarperCollins
Orientalism,Said, Edward,history,197,Penguin
Nature of Statistical Learning Theory, Vapnik, Vladimir,data_science,230,Springer
Integration of the Indian States,Menon, V P,history,217,Orient Blackswan
Drunkards Walk, Mlodinow, Leonard,science,197,Penguin
Image Processing & Mathematical Morphology,Shih, Frank,signal_processing,241,CRC
How to Think Like Sherlock Holmes,Konnikova, Maria,psychology,240,Penguin
Data Scientists at Work,Sebastian, Gutierrez,data_science,230,Apress
Slaughterhouse Five,Vonnegut, Kurt,fiction,198,Random House
Birth of a Theorem,Villani, Cedric,mathematics,234,Bodley Head
Structure & Interpretation of Computer Programs,Sussman, Gerald,computer_science,240,MIT Press
Age of Wrath, Eraly, Abraham,history,238,Penguin
Trial, Kafka, Frank,fiction,198,Random House
Statistical Decision Theory,Pratt, John,data_science,236,MIT Press
Data Mining Handbook,Nisbet, Robert,data_science,242,Apress
New Machiavelli, Wells, H. G.,fiction,180,Penguin
Physics & Philosophy,Heisenberg, Werner,science,197,Penguin
Making Software,Oram, Andy,computer_science,232,OReilly
Analysis,Tao, Terence,mathematics,248,HBA
Machine Learning for Hackers,Conway, Drew,data_science,233,OReilly
Signal and the Noise, Silver, Nate,data_science,233,Penguin
Python for Data Analysis,McKinney, Wes,data_science,233,OReilly
Introduction to Algorithms,Cormen, Thomas,computer_science,234,MIT Press
Beautiful and the Damned, Deb, Siddhartha,nonfiction,198,Penguin
Outsider, Camus, Albert,fiction,198,Penguin
Complete Sherlock Holmes Vol I,Doyle, Arthur Conan,fiction,176,Random House
Complete Sherlock Holmes  Vol II,Doyle, Arthur Conan,fiction,176,Random House
Wealth of Nations, Smith, Adam,economics,175,Random House
Pillars of the Earth, Follett, Ken,fiction,176,Random House
Mein Kampf,Hitler, Adolf,nonfiction,212,Rupa
Tao of Physics, Capra, Fritjof,science,179,Penguin
Surely Youre Joking Mr Feynman,Feynman, Richard,science,198,Random House
Farewell to Arms, A,Hemingway, Ernest,fiction,179,Rupa
Veteran, Forsyth, Frederick,fiction,177,Transworld
False Impressions,Archer, Jeffery,fiction,177,Pan
Last Lecture, Pausch, Randy,nonfiction,197,Hyperion
Return of the Primitive,Rand, Ayn,philosophy,202,Penguin
Jurassic Park,Crichton, Michael,fiction,174,Random House
Russian Journal, A,Steinbeck, John,nonfiction,196,Penguin
Tales of Mystery and Imagination,Poe, Edgar Allen,fiction,172,HarperCollins
Freakonomics,Dubner, Stephen,economics,197,Penguin
Hidden Connections, Capra, Fritjof,science,197,HarperCollins
Story of Philosophy, Durant, Will,philosophy,170,Pocket
Asami Asami,Deshpande, P L,fiction,205,Mauj
Journal of a Novel,Steinbeck, John,fiction,196,Penguin
Once There Was a War,Steinbeck, John,nonfiction,196,Penguin
Moon is Down, Steinbeck, John,fiction,196,Penguin
Brethren, Grisham, John,fiction,174,Random House
In a Free State,Naipaul, V. S.,fiction,196,Rupa
Catch 22,Heller, Joseph,fiction,178,Random House
Complete Mastermind, BBC, Prime,nonfiction,178,BBC
Dylan on Dylan,Dylan, Bob,nonfiction,197,Random House
Soft Computing & Intelligent Systems,Gupta, Madan,data_science,242,Elsevier
Textbook of Economic Theory,Stonier, Alfred,economics,242,Pearson
Econometric Analysis,Greene, W. H.,economics,242,Pearson
Learning OpenCV,Bradsky, Gary,data_science,232,OReilly
Data Structures Using C & C++,Tanenbaum, Andrew,computer_science,235,Prentice Hall
Computer Vision, A Modern Approach,Forsyth, David,data_science,255,Pearson
Principles of Communication Systems,Taub, Schilling,computer_science,240,TMH
Let Us C,Kanetkar, Yashwant,computer_science,213,Prentice Hall
Amulet of Samarkand, Stroud, Jonathan,fiction,179,Random House
Crime and Punishment,Dostoevsky, Fyodor,fiction,180,Penguin
Angels & Demons,Brown, Dan,fiction,178,Random House
Argumentative Indian, Sen, Amartya,nonfiction,209,Picador
Sea of Poppies,Ghosh, Amitav,fiction,197,Penguin
Idea of Justice, Sen, Amartya,nonfiction,212,Penguin
Raisin in the Sun, A,Hansberry, Lorraine,fiction,175,Penguin
All the Presidents Men,Woodward, Bob,history,177,Random House
Prisoner of Birth, A,Archer, Jeffery,fiction,176,Pan
Scoop!,Nayar, Kuldip,history,216,HarperCollins
Ahe Manohar Tari,Deshpande, Sunita,nonfiction,213,Mauj
Last Mughal, Dalrymple, William,history,199,Penguin
Social Choice & Welfare Vol 39 No. 1, Susan, Gill,economics,235,Springer
Radiowaril Bhashane & Shrutika,Deshpande, P L,nonfiction,213,Mauj
Gun Gayin Awadi,Deshpande, P L,nonfiction,212,Mauj
Aghal Paghal,Deshpande, P L,nonfiction,212,Mauj
Maqta-e-Ghalib,Garg, Sanjay,fiction,221,Mauj
Beyond Degrees,Geoff, Johns,nonfiction,222,HarperCollins
Manasa,Kale, V P,nonfiction,213,Mauj
India from Midnight to Milennium,Tharoor, Shashi,history,198,Penguin
Worlds Greatest Trials, ,history,210,
Great Indian Novel, Tharoor, Shashi,fiction,198,Penguin
O Jerusalem!,Lapierre, Dominique,history,217,vikas
City of Joy, Lapierre, Dominique,fiction,177,vikas
Freedom at Midnight,Lapierre, Dominique,history,167,vikas
Winter of Our Discontent, Steinbeck, John,fiction,196,Penguin
On Education,Russell, Bertrand,philosophy,203,Routledge
Free Will,Harris, Sam,philosophy,203,FreePress
Bookless in Baghdad,Tharoor, Shashi,nonfiction,206,Penguin
Case of the Lame Canary, Gardner, Earle Stanley,fiction,179,
Theory of Everything, Hawking, Stephen,science,217,Jaico
New Markets & Other Essays,Drucker, Peter,economics,176,Penguin
Electric Universe,Bodanis, David,science,201,Penguin
Hunchback of Notre Dame, Hugo, Victor,fiction,175,Random House
Burning Bright,Steinbeck, John,fiction,175,Penguin
Age of Discontuinity, Drucker, Peter,economics,178,Random House
Doctor in the Nude,Gordon, Richard,fiction,179,Penguin
Down and Out in Paris & London,Orwell, George,nonfiction,179,Penguin
Identity & Violence,Sen, Amartya,philosophy,219,Penguin
Beyond the Three Seas,Dalrymple, William,history,197,Random House
Worlds Greatest Short Stories, ,fiction,217,Jaico
Talking Straight,Iacoca, Lee,nonfiction,175,
Maughams Collected Short Stories Vol 3,Maugham, William S,fiction,171,Vintage
Phantom of Manhattan, Forsyth, Frederick,fiction,180,
Ashenden of The British Agent,Maugham, William S,fiction,160,Vintage
Zen & The Art of Motorcycle Maintenance,Pirsig, Robert,philosophy,172,Vintage
Great War for Civilization, Fisk, Robert,history,197,HarperCollins
We the Living,Rand, Ayn,fiction,178,Penguin
Artist and the Mathematician, Aczel, Amir,science,186,HighStakes
History of Western Philosophy,Russell, Bertrand,philosophy,213,Routledge
Selected Short Stories, O'Henry,fiction,215,Jaico
Rationality & Freedom,Sen, Amartya,economics,213,Springer
Clash of Civilizations and Remaking of the World Order,Huntington, Samuel,history,228,Simon&Schuster
Uncommon Wisdom,Capra, Fritjof,nonfiction,197,Fontana
One,Bach, Richard,nonfiction,172,Dell
Karl Marx Biography, Picarne,nonfiction,162,
To Sir With Love,Braithwaite, Clint,fiction,197,Penguin
Half A Life,Naipaul, V S,fiction,196,
Discovery of India, Nehru, Jawaharlal,history,230,
Apulki,Deshpande, P L,nonfiction,211,
Unpopular Essays,Russell, Bertrand,philosophy,198,
Deceiver, Forsyth, Frederick,fiction,178,
Veil: Secret Wars of the CIA,Woodward, Bob,history,171,
Char Shabda,Deshpande, P L,nonfiction,214,
Rosy is My Relative,Durrell, Gerald,fiction,176,
Moon and Sixpence, Maugham, William S,fiction,180,
Political Philosophers, Paul Muren,philosophy,162,
Short History of the World, A,Wells, H G,history,197,
Trembling of a Leaf, Maugham, William S,fiction,205,
Doctor on the Brain,Gordon, Richard,fiction,204,
Simpsons & Their Mathematical Secrets,Singh, Simon,science,233,
Pattern Classification,Duda, Hart,data_science,241,
From Beirut to Jerusalem,Friedman, Thomas,history,202,
Code Book, Singh, Simon,science,197,
Age of the Warrior, Fisk, Robert,history,197,
Final Crisis, Zac, Snaider,comic,257,
Killing Joke, ,comic,283,
Flashpoint, Zac, Snaider,comic,265,
Batman Earth One, Zac, Snaider,comic,265,
Crisis on Infinite Earths, Grant, Morrison,comic,258,
Numbers Behind Numb3rs, Devlin, Keith,science,202,
Superman Earth One - 1,Frank, Miller,comic,259,
Superman Earth One - 2,Frank, Miller,comic,258,
Justice League: Throne of Atlantis,Grant, Morrison,comic,258,
Justice League: The Villains Journey,Adam, Beechen,comic,258,
Death of Superman, ,comic,258,
History of the DC Universe,Adam, Beechen,comic,258,
Batman: The Long Halloween,Adam, Beechen,comic,258,
Life in Letters, Steinbeck, John,nonfiction,196,
Information, Gleick, James,science,233,
Journal of Economics vol 106 No 3, O'heini,economics,235,
Elements of Information Theory,Thomas, Joy,data_science,229,
Power Electronics - Rashid,Rashid, Muhammad,computer_science,235,
Power Electronics - Mohan,Mohan, Ned,computer_science,237,
Neural Networks,Haykin, Simon,data_science,240,
Grapes of Wrath, Steinbeck, John,fiction,196,
Vyakti ani Valli,Deshpande, P L,nonfiction,211,
Statistical Learning Theory,Vapnik, Vladimir,data_science,228,
Empire of the Mughal - The Tainted Throne,Rutherford, Alex,history,180,
Empire of the Mughal - Brothers at War,Rutherford, Alex,history,180,
Empire of the Mughal - Ruler of the World,Rutherford, Alex,history,180,
Empire of the Mughal - The Serpents Tooth,Rutherford, Alex,history,180,
Empire of the Mughal - Raiders from the North,Rutherford, Alex,history,180,
Mossad,Baz-Zohar, Michael,history,236,
Omnibus,Corbett, Jim,nonfiction,223,
20000 Leagues Under the Sea,Verne, Jules,fiction,190,
Batatyachi Chal,Deshpande P L,fiction,200,
Hafasavnuk,Deshpande P L,fiction,211,
Urlasurla,Deshpande P L,fiction,211,
Pointers in C,Kanetkar, Yashwant,computer_science,213,
Cathedral and the Bazaar, Raymond, Eric,computer_science,217,
Design with OpAmps,Franco, Sergio,computer_science,240,
Think Complexity,Downey, Allen,data_science,230,
Devils Advocate, West, Morris,fiction,178,
Ayn Rand Answers,Rand, Ayn,philosophy,203,
Philosophy: Who Needs It,Rand, Ayn,philosophy,171,
Worlds Great Thinkers, ,philosophy,189,
Data Analysis with Open Source Tools,Janert, Phillip,data_science,230,
Brocas Brain,Sagan, Carl,science,174,
Men of Mathematics,Bell, E T,mathematics,217,
Oxford book of Modern Science Writing,Dawkins, Richard,science,240,
Justice, Judiciary and Democracy,Ranjan, Sudhanshu,philosophy,224,
Arthashastra, Kautiyla,philosophy,214,
We the People,Palkhivala,philosophy,216,
We the Nation,Palkhivala,philosophy,216,
Courtroom Genius, Sorabjee, Nadjar,nonfiction,217,
Dongri to Dubai,Zaidi, Hussain,nonfiction,216,
History of England Foundation,Ackroyd, Peter,history,197,
City of Djinns,Dalrymple, William,history,198,
Indias Legal System,Nariman,nonfiction,177,
More Tears to Cry,Sassoon, Jean,fiction,235,
Ropemaker, Dickinson, Peter,fiction,196,
Angels & Demons,Brown, Dan,fiction,170,
Judge, ,fiction,170,
Attorney, ,fiction,170,
Prince, Machiavelli,philosophy,173,
Eyeless in Gaza,Huxley, Aldous,fiction,180,
Tales of Beedle the Bard,Rowling, J K,fiction,184,
Girl with the Dragon Tattoo,Larsson, Steig,fiction,179,
Girl who kicked the Hornets Nest,Larsson, Steig,fiction,179,
Girl who played with Fire,Larsson, Steig,fiction,179,
Batman Handbook,Greg, Rucka,comic,270,
Murphys Law,Geoff, Johns,nonfiction,178,
Structure and Randomness,Tao, Terence,mathematics,252,
Image Processing with MATLAB,Eddins, Steve,signal_processing,241,
Animal Farm,Orwell, George,fiction,180,
Idiot, Dostoevsky, Fyodor,fiction,197,
Christmas Carol, A,Dickens, Charles,fiction,196,
Youth in Revolt,Comedy,The Weinstein Company,52,1.09,68,$19.62 ,2010
You Will Meet a Tall Dark Stranger,Comedy,Independent,35,1.211818182,43,$26.66 ,2010
When in Rome,Comedy,Disney,44,0,15,$43.04 ,2010
What Happens in Vegas,Comedy,Fox,72,6.267647029,28,$219.37 ,2008
Water For Elephants,Drama,20th Century Fox,72,3.081421053,60,$117.09 ,2011
WALL-E,Animation,Disney,89,2.896019067,96,$521.28 ,2008
Waitress,Romance,Independent,67,11.0897415,89,$22.18 ,2007
Waiting For Forever,Romance,Independent,53,0.005,6,$0.03 ,2011
Valentine's Day,Comedy,Warner Bros.,54,4.184038462,17,$217.57 ,2010
Tyler Perry's Why Did I get Married,Romance,Independent,47,3.7241924,46,$55.86 ,2007
Twilight: Breaking Dawn,Romance,Independent,68,6.383363636,26,$702.17 ,2011
Twilight,Romance,Summit,82,10.18002703,49,$376.66 ,2008
The Ugly Truth,Comedy,Independent,68,5.402631579,14,$205.30 ,2009
The Twilight Saga: New Moon,Drama,Summit,78,14.1964,27,$709.82 ,2009
The Time Traveler's Wife,Drama,Paramount,65,2.598205128,38,$101.33 ,2009
The Proposal,Comedy,Disney,74,7.8675,43,$314.70 ,2009
The Invention of Lying,Comedy,Warner Bros.,47,1.751351351,56,$32.40 ,2009
The Heartbreak Kid,Comedy,Paramount,41,2.129444167,30,$127.77 ,2007
The Duchess,Drama,Paramount,68,3.207850222,60,$43.31 ,2008
The Curious Case of Benjamin Button,Fantasy,Warner Bros.,81,1.78394375,73,$285.43 ,2008
The Back-up Plan,Comedy,CBS,47,2.202571429,20,$77.09 ,2010
Tangled,Animation,Disney,88,1.365692308,89,$355.01 ,2010
Something Borrowed,Romance,Independent,48,1.719514286,15,$60.18 ,2011
She's Out of My League,Comedy,Paramount,60,2.4405,57,$48.81 ,2010
Sex and the City Two,Comedy,Warner Bros.,49,2.8835,15,$288.35 ,2010
Sex and the City 2,Comedy,Warner Bros.,49,2.8835,15,$288.35 ,2010
Sex and the City,Comedy,Warner Bros.,81,7.221795791,49,$415.25 ,2008
Remember Me,Drama,Summit,70,3.49125,28,$55.86 ,2010
Rachel Getting Married,Drama,Independent,61,1.384166667,85,$16.61 ,2008
Penelope,Comedy,Summit,74,1.382799733,52,$20.74 ,2008
P.S. I Love You,Romance,Independent,82,5.103116833,21,$153.09 ,2007
Over Her Dead Body,Comedy,New Line,47,2.071,15,$20.71 ,2008
Our Family Wedding,Comedy,Independent,49,0,14,$21.37 ,2010
One Day,Romance,Independent,54,3.682733333,37,$55.24 ,2011
Not Easily Broken,Drama,Independent,66,2.14,34,$10.70 ,2009
No Reservations,Comedy,Warner Bros.,64,3.307180357,39,$92.60 ,2007
Nick and Norah's Infinite Playlist,Comedy,Sony,67,3.3527293,73,$33.53 ,2008
New Year's Eve,Romance,Warner Bros.,48,2.536428571,8,$142.04 ,2011
My Week with Marilyn,Drama,The Weinstein Company,84,0.8258,83,$8.26 ,2011
Music and Lyrics,Romance,Warner Bros.,70,3.64741055,63,$145.90 ,2007
Monte Carlo,Romance,20th Century Fox,50,1.9832,38,$39.66 ,2011
Miss Pettigrew Lives for a Day,Comedy,Independent,70,0.2528949,78,$15.17 ,2008
Midnight in Paris,Romence,Sony,84,8.744705882,93,$148.66 ,2011
Marley and Me,Comedy,Fox,77,3.746781818,63,$206.07 ,2008
Mamma Mia!,Comedy,Universal,76,9.234453864,53,$609.47 ,2008
Mamma Mia!,Comedy,Universal,76,9.234453864,53,$609.47 ,2008
Made of Honor,Comdy,Sony,61,2.64906835,13,$105.96 ,2008
Love Happens,Drama,Universal,40,2.004444444,18,$36.08 ,2009
Love & Other Drugs,Comedy,Fox,55,1.817666667,48,$54.53 ,2010
Life as We Know It,Comedy,Independent,62,2.530526316,28,$96.16 ,2010
License to Wed,Comedy,Warner Bros.,55,1.9802064,8,$69.31 ,2007
Letters to Juliet,Comedy,Summit,62,2.639333333,40,$79.18 ,2010
Leap Year,Comedy,Universal,49,1.715263158,21,$32.59 ,2010
Knocked Up,Comedy,Universal,83,6.636401848,91,$219 ,2007
Killers,Action,Lionsgate,45,1.245333333,11,$93.40 ,2010
Just Wright,Comedy,Fox,58,1.797416667,45,$21.57 ,2010
Jane Eyre,Romance,Universal,77,0,85,$30.15 ,2011
It's Complicated,Comedy,Universal,63,2.642352941,56,$224.60 ,2009
I Love You Phillip Morris,Comedy,Independent,57,1.34,71,$20.10 ,2010
High School Musical 3: Senior Year,Comedy,Disney,76,22.91313646,65,$252.04 ,2008
He's Just Not That Into You,Comedy,Warner Bros.,60,7.1536,42,$178.84 ,2009
Good Luck Chuck,Comedy,Lionsgate,61,2.36768512,3,$59.19 ,2007
Going the Distance,Comedy,Warner Bros.,56,1.3140625,53,$42.05 ,2010
Gnomeo and Juliet,Animation,Disney,52,5.387972222,56,$193.97 ,2011
Gnomeo and Juliet,Animation,Disney,52,5.387972222,56,$193.97 ,2011
Ghosts of Girlfriends Past,Comedy,Warner Bros.,47,2.0444,27,$102.22 ,2009
Four Christmases,Comedy,Warner Bros.,52,2.022925,26,$161.83 ,2008
Fireproof,Drama,Independent,51,66.934,40,$33.47 ,2008
Enchanted,Comedy,Disney,80,4.005737082,93,$340.49 ,2007
Dear John,Drama,Sony,66,4.5988,29,$114.97 ,2010
Beginners,Comedy,Independent,80,4.471875,84,$14.31 ,2011
Across the Universe,romance,Independent,84,0.652603178,54,$29.37 ,2007
A Serious Man,Drama,Universal,64,4.382857143,89,$30.68 ,2009
A Dangerous Method,Drama,Independent,89,0.44864475,79,$8.97 ,2011
27 Dresses,Comedy,Fox,71,5.3436218,40,$160.31 ,2008
(500) Days of Summer,comedy,Fox,81,8.096,87,$60.72 ,2009
